inspection_id,campaign_alert,inspection_created_at,prefeitura,gov_do_estado,vereadores,ass_legislativa,fnde,cgu,inspection_last_updated,user_id,project_id,funded_by,location_city,state,inspection_status,entity_who_answered,answer_content,valid_answer
1167,1,2018-12-17T13:54:37.508092Z,1,0,0,0,0,0,2018-12-18T15:34:51.421390Z,5977,20148,1,Prado,BA,answered,Prefeitura Municipal de Prado,"QUANDO EM 2013 A GESTORA TOMOU POSSE, LOGO FOI REALIZADO VISTORIAS PELA EQUIPE DE ENGENHARIA EM TODAS AS OBRAS EXISTENTES NO MUNICÍPIO. E A OBRA DA CONSTRUÇÃO DA CRECHE MODELO LUIS EDUARDO JÁ ESTAVA PARALISADA DEVIDO A IRREGULARIDADES NA EXECUÇÃO ORÇAMENTÁRIA E NA EXECUÇÃO FÍSICA, POIS A OBRA ESTAVA EM DESCONFORMIDADE COM O PROJETO ORIGINAL DO FNDE APRESENTANDO PROBLEMAS NO PÉ DIREITO DA MESMA. HOUVE NOVA LICITAÇÃO PARA A CONTRATAÇÃO DE EMPRESA PARA A EXECUÇÃO DA OBRA. MAS DEVIDO A VÁRIAS DIVERGÊNCIAS DO PROJETO ORIGINAL E A FALTA DE RECURSOS, A EMPRESA CONSTATOU QUE NÃO HAVIA POSSIBILIDADE DE EXECUÇÃO DA MESMA. O MUNICÍPIO PROTOCOLOU JUNTO AO MINISTÉRIO PUBLICO MUNICIPAL E FEDERAL UMA AÇÃO CIVIL PUBLICA RESPONSABILIZANDO O GESTOR ANTERIOR POR DESVIO DE RECURSOS. NÃO EXISTE RECURSOS SUFICIENTES PARA A CONCLUSÃO DA OBRA, MESMO HAVENDO VONTADE DA GESTORA ATUAL EM FINALIZA-LA.  ",1
1074,1,2018-12-17T13:48:02.061850Z,1,0,0,0,0,1,2019-02-22T21:34:46.308743Z,5977,19207,1,Cabeceira Grande,MG,answered,Controladoria-Geral da União,"Manifestação concluída em 30/01/2019 09:42 por Elicicilia dos Santos Batista: Prezado(a) Senhor(a),

Após análise da demanda segue resposta abaixo:
Em resposta à Manifestação 00106.000786/2019-03, destacamos que as informações a respeito da obra ID ¬¬¬19207 (Centro de Educação Infantil Tia Eusa) localizada na Rua José Alvim, esq. com Alpino de Matos - Bairro Vila Palmital de Minas (CEP: 38.625-000), objeto do Termo de Compromisso 2461/2012, podem ser consultadas no link: http://simec.mec.gov.br/painelObras/dadosobra.php?obra=19207.

Cumpre registrar que o FNDE exige do município uma Declaração de Dominialidade do Terreno no momento da pactuação do Termo de Compromisso.

Outrossim, esclarecemos que a Prefeitura de Cabeceira Grande/MG deverá concluir a unidade educacional no prazo de vigência do instrumento pactuado.  

Ressaltamos que o Município é o gestor do empreendimento e que eventuais dúvidas devem ser endereçadas ao Ente, a quem compete responder as questões sobre atrasos e endereço da obra. 

Colocamo-nos à disposição para quaisquer esclarecimentos.

Atenciosamente,

Ouvidoria/FNDE",1
1074,1,2018-12-17T13:48:02.061850Z,1,0,0,0,0,1,2019-02-22T21:34:46.308743Z,5977,19207,1,Cabeceira Grande,MG,answered,Controladoria-Geral da União,"Manifestação concluída em 30/01/2019 15:10 por Jaqueline Gonçalves dos Santos Silva: Prezado (a),

A área responsável informou que:
Em resposta à Manifestação 00106.000786/2019-03, destacamos que as informações a respeito da obra ID ¬¬¬19207 (Centro de Educação Infantil Tia Eusa) localizada na Rua José Alvim, esquina com Alpino de Matos - Bairro Vila Palmital de Minas (CEP 38.625-000), objeto do Termo de Compromisso 2461/2012, podem ser consultadas no link: http://simec.mec.gov.br/painelObras/dadosobra.php?obra=19207.

Cumpre registrar que o FNDE exige do município uma Declaração de Dominialidade do Terreno no momento da pactuação do Termo de Compromisso.

Outrossim, esclarecemos que a Prefeitura de Cabeceira Grande/MG deverá concluir a unidade educacional no prazo de vigência do instrumento pactuado.  

Ressaltamos que o Município é o gestor do empreendimento e que eventuais dúvidas devem ser endereçadas ao Ente, a quem compete responder as questões sobre atrasos e endereço das obras. 

Colocamo-nos à disposição para quaisquer esclarecimentos.

Atenciosamente,

OUVIDORIA",1
1102,1,2018-12-17T13:49:42.146158Z,1,0,0,0,0,1,2019-02-22T21:34:24.940840Z,5977,19632,1,Pedreira,SP,answered,Controladoria-Geral da União,"Manifestação concluída em 07/02/2019 10:06 por Jaqueline Gonçalves dos Santos Silva: Prezado (a),

Em resposta à Manifestação 00106.000787/2019-40, a qual solicita informações acerca da obra ID 19632 (Creche Jardim Marajoara), objeto do Termo de Compromisso 139/2011, podem ser consultadas no link: http://simec.mec.gov.br/painelObras/dadosobra.php?obra=19632. 
Informamos que a obra encontra-se  em execução, de acordo com os dados inseridos pela Prefeitura Municipal de Pedreira/SP no Sistema Integrado de Monitoramento, Execução e Controle (SIMEC – Obras 2.0).

Outrossim, o termo de compromisso encontra-se vigente até 30/03/2019, e a Prefeitura Municipal deverá concluir a unidade educacional no prazo de vigência do instrumento pactuado.

Ressaltamos que o Município é o gestor do empreendimento e que eventuais dúvidas devem ser endereçadas ao Ente, a quem compete responder as questões sobre atrasos. 
Colocamo-nos à disposição para quaisquer esclarecimentos.


Atenciosamente, 
OUVIDORIA",1
1075,1,2018-12-17T13:48:03.268869Z,1,0,0,0,0,1,2019-02-22T21:34:06.353869Z,5977,19221,1,Canápolis,MG,answered,Controladoria-Geral da União,"Manifestação concluída em 07/02/2019 09:50 por Jaqueline Gonçalves dos Santos Silva: Prezado (a),

A área técnica informou que:
                  Por oportuno, considerando que as informações inseridas no SIMEC são declaratórias e dinâmicas, ressaltamos que a situação das obra indicada na manifestação não corresponde à apresentada atualmente no sistema.
Cumpre esclarecer, ainda, que o Fundo Nacional de Desenvolvimento da Educação (FNDE) exige a comprovação da posse do imóvel destinado à construção de unidades escolares para fins de celebração de instrumentos com a Autarquia, conforme legislação pertinente.
Quanto às obras que se encontram na situação “inacabada”, registramos que o Ministério da Educação (MEC) e o FNDE, com o intuito de auxiliar estados e municípios a garantir mais vagas nas salas de aula e finalizar obras inacabadas, publicaram a Resolução nº 3, de 23 de fevereiro de 2018, que autoriza o FNDE a pactuar novos termos de compromisso com gestores que queiram retomar obras que tiveram sua execução interrompida em decorrência do término da vigência do instrumento anterior firmado com a Autarquia.
No caso, compete ao ente federado encaminhar ao FNDE, via SIMEC, os seguintes documentos: ofício com manifestação expressa de interesse em firmar novo Termo de Compromisso; declaração de possibilidade de consecução da obra (anexo I da resolução); cronograma de trabalho ou plano de ação para o cumprimento do ajuste e laudo técnico atestando o estado atual da edificação. Ademais, deverá prestar contas dos recursos outrora recebidos.
Após avaliação, e desde que cumpridas todas as etapas constantes do referido normativo, o FNDE poderá pactuar novos Termos para que as obras sejam retomadas. É importante lembrar, todavia, que gestores municipais e estaduais têm até 29 de março de 2019 para solicitar a retomada de obras inacabadas.
Nesse contexto, destacamos que constam na planilha anexa informações sobre a existência de solicitação de nova pactuação. Contudo, salientamos que até o momento não foram celebrados novos instrumentos para a retomada de obras inacabadas.
Diante do exposto, encaminhamos cópia dos documentos pertinentes e colocamo-nos à disposição para quaisquer outros esclarecimentos que se façam necessários.
Atenciosamente,

OUVIDORIA",0
1076,1,2018-12-17T13:48:05.369877Z,1,0,0,0,0,1,2019-02-22T21:33:45.715663Z,5977,19231,1,Orós,CE,answered,Controladoria-Geral da União,"Manifestação concluída em 30/01/2019 16:14 por Jaqueline Gonçalves dos Santos Silva: Prezado (a),

A área técnica informou que:

Em resposta à Manifestação 00106.000789/2019-39, destacamos que as informações a respeito da obra ID 19231 (terreno da Vila Nova - São Geraldo), objeto do Termo de Compromisso 1882/2011, podem ser consultadas no link: http://simec.mec.gov.br/painelObras/vistoria.php?obra=19231. 

A Prefeitura de Orós/CE deverá concluir a unidade educacional no prazo de vigência do instrumento pactuado. 

Outrossim, ressaltamos que o Município é o gestor do empreendimento e que eventuais dúvidas devem ser endereçadas ao Ente, a quem compete responder as questões sobre atraso e pendências relacionadas à obra.      

Colocamo-nos à disposição para quaisquer esclarecimentos.

Atenciosamente,

OUVIDORIA",1
1135,1,2018-12-17T13:51:44.491680Z,1,0,0,0,0,1,2019-02-22T21:33:26.372656Z,5977,19911,1,Serrinha,BA,answered,Controladoria-Geral da União,"Manifestação concluída em 07/02/2019 09:53 por Jaqueline Gonçalves dos Santos Silva: Prezado (a),

A área técnica informou que:
                  Por oportuno, considerando que as informações inseridas no SIMEC são declaratórias e dinâmicas, ressaltamos que a situação das obra indicada na manifestação não corresponde à apresentada atualmente no sistema.
Cumpre esclarecer, ainda, que o Fundo Nacional de Desenvolvimento da Educação (FNDE) exige a comprovação da posse do imóvel destinado à construção de unidades escolares para fins de celebração de instrumentos com a Autarquia, conforme legislação pertinente.
Quanto às obras que se encontram na situação “inacabada”, registramos que o Ministério da Educação (MEC) e o FNDE, com o intuito de auxiliar estados e municípios a garantir mais vagas nas salas de aula e finalizar obras inacabadas, publicaram a Resolução nº 3, de 23 de fevereiro de 2018, que autoriza o FNDE a pactuar novos termos de compromisso com gestores que queiram retomar obras que tiveram sua execução interrompida em decorrência do término da vigência do instrumento anterior firmado com a Autarquia.
No caso, compete ao ente federado encaminhar ao FNDE, via SIMEC, os seguintes documentos: ofício com manifestação expressa de interesse em firmar novo Termo de Compromisso; declaração de possibilidade de consecução da obra (anexo I da resolução); cronograma de trabalho ou plano de ação para o cumprimento do ajuste e laudo técnico atestando o estado atual da edificação. Ademais, deverá prestar contas dos recursos outrora recebidos.
Após avaliação, e desde que cumpridas todas as etapas constantes do referido normativo, o FNDE poderá pactuar novos Termos para que as obras sejam retomadas. É importante lembrar, todavia, que gestores municipais e estaduais têm até 29 de março de 2019 para solicitar a retomada de obras inacabadas.
Nesse contexto, destacamos que constam na planilha anexa informações sobre a existência de solicitação de nova pactuação. Contudo, salientamos que até o momento não foram celebrados novos instrumentos para a retomada de obras inacabadas.
Diante do exposto, encaminhamos cópia dos documentos pertinentes e colocamo-nos à disposição para quaisquer outros esclarecimentos que se façam necessários.
Atenciosamente,

OUVIDORIA",0
1077,1,2018-12-17T13:48:14.675759Z,1,0,0,0,0,1,2019-02-22T21:33:11.995066Z,5977,19236,1,Juquitiba,SP,answered,Controladoria-Geral da União,"Manifestação concluída em 05/02/2019 17:16 por Jaqueline Gonçalves dos Santos Silva: Prezado (a),

A área técnica informou que: 
Em atendimento à solicitação formulada por meio do Sistema de Ouvidorias do Poder Executivo Federal (e-Ouv), encaminhamos planilha contendo informações atualizadas acerca das respectivas ações de infraestrutura educacional, as quais foram extraídas do Sistema Integrado de Monitoramento, Execução e Controle do Ministério da Educação (SIMEC). 
2.                  Por oportuno, considerando que as informações inseridas no SIMEC são declaratórias e dinâmicas, ressaltamos que a situação das obras indicadas nas manifestações, constantes na planilha ora anexa, não corresponde à apresentada atualmente no sistema.
3.                  Cumpre esclarecer, ainda, que o Fundo Nacional de Desenvolvimento da Educação (FNDE) exige a comprovação da posse do imóvel destinado à construção de unidades escolares para fins de celebração de instrumentos com a Autarquia, conforme legislação pertinente.
4.                  Quanto às obras que se encontram na situação “inacabada”, registramos que o Ministério da Educação (MEC) e o FNDE, com o intuito de auxiliar estados e municípios a garantir mais vagas nas salas de aula e finalizar obras inacabadas, publicaram a Resolução nº 3, de 23 de fevereiro de 2018, que autoriza o FNDE a pactuar novos termos de compromisso com gestores que queiram retomar obras que tiveram sua execução interrompida em decorrência do término da vigência do instrumento anterior firmado com a Autarquia.
5.                  No caso, compete ao ente federado encaminhar ao FNDE, via SIMEC, os seguintes documentos: ofício com manifestação expressa de interesse em firmar novo Termo de Compromisso; declaração de possibilidade de consecução da obra (anexo I da resolução); cronograma de trabalho ou plano de ação para o cumprimento do ajuste e laudo técnico atestando o estado atual da edificação. Ademais, deverá prestar contas dos recursos outrora recebidos.
6.                  Após avaliação, e desde que cumpridas todas as etapas constantes do referido normativo, o FNDE poderá pactuar novos Termos para que as obras sejam retomadas. É importante lembrar, todavia, que gestores municipais e estaduais têm até 29 de março de 2019 para solicitar a retomada de obras inacabadas.
7.                  Nesse contexto, destacamos que constam na planilha anexa informações sobre a existência de solicitação de nova pactuação. Contudo, salientamos que até o momento não foram celebrados novos instrumentos para a retomada de obras inacabadas.
8.                  Diante do exposto, encaminhamos cópia dos documentos pertinentes e colocamo-nos à disposição para quaisquer outros esclarecimentos que se façam necessários.
Atenciosamente,

OUVIDORIA",0
1103,1,2018-12-17T13:49:45.181695Z,1,0,0,0,0,1,2019-02-22T21:32:51.755484Z,5977,19647,1,Porto Esperidião,MT,answered,Controladoria-Geral da União,"Manifestação concluída em 12/02/2019 14:40 por Jaqueline Gonçalves dos Santos Silva: Prezado (a),

Em resposta à Manifestação 00106.000792/2019-52, destacamos que as informações a respeito da obra ID ¬¬¬19647 (Creche Bairro Aeroporto), objeto do Termo de Compromisso 1523/2011, podem ser consultadas no link: http://simec.mec.gov.br/painelObras/dadosobra.php?obra=19647. 

A Prefeitura de Porto Esperidião/MT deverá concluir a unidade educacional no prazo de vigência do instrumento pactuado. 

Outrossim, ressaltamos que o Município é o gestor do empreendimento e que eventuais dúvidas devem ser endereçadas ao Ente, a quem compete responder as questões sobre atraso e pendências relacionadas à obra.      

Colocamo-nos à disposição para quaisquer esclarecimentos.

Atenciosamente,

OUVIDORIA",1
1078,1,2018-12-17T13:48:18.567796Z,1,0,0,0,0,1,2019-02-22T21:32:32.424070Z,5977,19238,1,Mogi Guaçu,SP,answered,Controladoria-Geral da União,"Manifestação concluída em 31/01/2019 16:01 por Jaqueline Gonçalves dos Santos Silva: Prezado (a),

A área técnica informou que:

Em resposta à Manifestação 00106.000793/2019-05, destacamos que as informações a respeito da obra ID ¬¬¬19238 (Creche Guaçu Mirim II), objeto do Termo de Compromisso 1041/2011, podem ser consultadas no link: http://simec.mec.gov.br/painelObras/dadosobra.php?obra=19238. 

A Prefeitura de Mogi Guaçu/SP deverá concluir a unidade educacional no prazo de vigência do instrumento pactuado. 

Outrossim, ressaltamos que o Município é o gestor do empreendimento e que eventuais dúvidas devem ser endereçadas ao Ente, a quem compete responder as questões sobre atraso e pendências relacionadas à obra.      

Colocamo-nos à disposição para quaisquer esclarecimentos.

Atenciosamente,

OUVIDORIA",1
1092,1,2018-12-17T13:49:05.937799Z,1,0,0,0,0,0,2018-12-17T21:12:20.100602Z,5977,19470,1,Carlinda,MT,answered,Prefeitura Municipal de Carlinda,"O município de Carlinda possui 02 convênios com Fundo Nacional de Desenvolvimento da Educação, sendo um deles o Termo Convênio Nº 129/2011, (19470) SL-21/02, Escola de Educação Infantil Tipo B, que está com 84.14% executado.

O prazo de execução disposto no Cronograma Físico-Financeiro anterior não foi seguido pela empresa (CONSTRUTORA E MATERIAIS PARA CONSTRUÇÃO TRES T LTDA ME, CNPJ 08.933.446/0001-80, com sede na R-02, CEP 78580-000, Município de Alta Floresta/MT), por isso, a empresa sofreu diversas notificações e instauração de Processo Administrativo através da Portaria N.º 67/2018. 

Em razão da abertura de Processo Administrativo com fundamentos na Lei n.º 8.666/93, a obra consta em Processo Judicial, Cód. Proc.: 138302 e Nr: 2062-53.2016.811.0007, com isso, foram solicitados por parte do Poder Judiciário, um laudo do atual estado da obra e o quanto será necessário de serviço para que seja conclusa.

A prefeitura Municipal representada pelo Departamento Jurídico e de Engenharia esta tomando as providências cabíveis para que a obra seja concluída conforme o cronograma físico/financeiro de conclusão da obra em anexo ao oficio. 

Por todo o acima exposto e com fundamento no artigo 57, § 1º, inc. II da Lei Federal 8.666/1993, justifica-se a solicitação de prorrogação de prazo do Termo Convênio Nº 129/2011, (19470) SL-21/02, Escola de Educação Infantil Tipo B, para mais 180(cento e oitenta) dias, com data de término para 15 de junho de 2019.",1
1122,1,2018-12-17T13:50:47.709475Z,1,0,0,0,0,1,2019-02-22T21:32:09.713051Z,5977,19810,1,Jussara,BA,answered,Controladoria-Geral da União,"Manifestação concluída em 30/01/2019 16:52 por Jaqueline Gonçalves dos Santos Silva: Prezado (a),

A área técnica informou que:
Em resposta à Manifestação 00106.000794/2019-41, destacamos que as informações a respeito da obra ID ¬¬¬19810 (ÁREA MUNICIPAL), objeto do Termo de Compromisso 1720/2011, podem ser consultadas no link: http://simec.mec.gov.br/painelObras/dadosobra.php?obra=19810. 

Destacamos que houve a criação de obra vinculada, que ocorre quando o contrato com a empresa executora contratada inicialmente é rescindido para ocorrer realização de nova licitação e contratação, com vistas à continuidade e conclusão da obra. Por este motivo a obra apresenta o status “em licitação”.

A Prefeitura de Jussara/BA deverá concluir a unidade educacional no prazo de vigência do instrumento pactuado. 

Outrossim, ressaltamos que o Município é o gestor do empreendimento e que eventuais dúvidas devem ser endereçadas ao Ente, a quem compete responder as questões sobre atraso e pendências relacionadas à obra.      

Colocamo-nos à disposição para quaisquer esclarecimentos.

Atenciosamente,

OUVIDORIA",1
1080,1,2018-12-17T13:48:24.864491Z,1,0,0,0,0,1,2019-02-22T21:31:52.646954Z,5977,19316,1,Angelim,PE,answered,Controladoria-Geral da União,"Manifestação concluída em 30/01/2019 17:40 por Jaqueline Gonçalves dos Santos Silva: Prezado (a),

A área técnica informou que:

Em resposta à Manifestação 00106.000795/2019-96, destacamos que as informações a respeito da obra ID ¬¬¬19316 (Nova Aliança), objeto do Termo de Compromisso 1845/2011, podem ser consultadas no link: http://simec.mec.gov.br/painelObras/dadosobra.php?obra=19316. 

Destacamos que houve a criação de obra vinculada, que ocorre quando o contrato com a empresa executora contratada inicialmente é rescindido para ocorrer realização de nova licitação e contratação, com vistas à continuidade e conclusão da obra. Por este motivo a obra apresenta o status “em licitação”.

A Prefeitura de Angelim/PE deverá concluir a unidade educacional no prazo de vigência do instrumento pactuado. 

Outrossim, ressaltamos que o Município é o gestor do empreendimento e que eventuais dúvidas devem ser endereçadas ao Ente, a quem compete responder as questões sobre atraso e pendências relacionadas à obra.      

Colocamo-nos à disposição para quaisquer esclarecimentos.

Atenciosamente,

OUVIDORIA",1
1104,1,2018-12-17T13:49:47.251113Z,1,0,0,0,0,1,2019-02-22T21:31:33.892094Z,5977,19654,1,Nova Olinda do Maranhão,MA,answered,Controladoria-Geral da União,"Manifestação concluída em 05/02/2019 17:17 por Jaqueline Gonçalves dos Santos Silva: Prezado (a),

A área técnica informou que: 
Em atendimento à solicitação formulada por meio do Sistema de Ouvidorias do Poder Executivo Federal (e-Ouv), encaminhamos planilha contendo informações atualizadas acerca das respectivas ações de infraestrutura educacional, as quais foram extraídas do Sistema Integrado de Monitoramento, Execução e Controle do Ministério da Educação (SIMEC). 
2.                  Por oportuno, considerando que as informações inseridas no SIMEC são declaratórias e dinâmicas, ressaltamos que a situação das obras indicadas nas manifestações, constantes na planilha ora anexa, não corresponde à apresentada atualmente no sistema.
3.                  Cumpre esclarecer, ainda, que o Fundo Nacional de Desenvolvimento da Educação (FNDE) exige a comprovação da posse do imóvel destinado à construção de unidades escolares para fins de celebração de instrumentos com a Autarquia, conforme legislação pertinente.
4.                  Quanto às obras que se encontram na situação “inacabada”, registramos que o Ministério da Educação (MEC) e o FNDE, com o intuito de auxiliar estados e municípios a garantir mais vagas nas salas de aula e finalizar obras inacabadas, publicaram a Resolução nº 3, de 23 de fevereiro de 2018, que autoriza o FNDE a pactuar novos termos de compromisso com gestores que queiram retomar obras que tiveram sua execução interrompida em decorrência do término da vigência do instrumento anterior firmado com a Autarquia.
5.                  No caso, compete ao ente federado encaminhar ao FNDE, via SIMEC, os seguintes documentos: ofício com manifestação expressa de interesse em firmar novo Termo de Compromisso; declaração de possibilidade de consecução da obra (anexo I da resolução); cronograma de trabalho ou plano de ação para o cumprimento do ajuste e laudo técnico atestando o estado atual da edificação. Ademais, deverá prestar contas dos recursos outrora recebidos.
6.                  Após avaliação, e desde que cumpridas todas as etapas constantes do referido normativo, o FNDE poderá pactuar novos Termos para que as obras sejam retomadas. É importante lembrar, todavia, que gestores municipais e estaduais têm até 29 de março de 2019 para solicitar a retomada de obras inacabadas.
7.                  Nesse contexto, destacamos que constam na planilha anexa informações sobre a existência de solicitação de nova pactuação. Contudo, salientamos que até o momento não foram celebrados novos instrumentos para a retomada de obras inacabadas.
8.                  Diante do exposto, encaminhamos cópia dos documentos pertinentes e colocamo-nos à disposição para quaisquer outros esclarecimentos que se façam necessários.
Atenciosamente,

OUVIDORIA",0
1161,1,2018-12-17T13:54:19.533175Z,1,0,0,0,0,0,2018-12-19T20:00:57.095790Z,5977,20101,1,Nova Ibiá,BA,answered,Prefeitura Municipal de Nova Ibiá,"Fora convocada a Empresa responsável para realizar, sendo que a mesma reiniciou as ações para alcançar meta de execução a qual havia recebido no ano de 2012, sendo assim foi impetrado ação de Improbidade Administrativa em função do gestor anterior (2013 a 2016), mas cadastramos a obra, em obras inacabadas, e por final iremos fazer uma vistoria técnica, para verificar o alcanço da execução físico-financeiro, para solicitar saldo de licitação para finalizar a obra do respectivo convenio ",1
1082,1,2018-12-17T13:48:31.698603Z,1,0,0,0,0,1,2019-02-22T21:31:14.487532Z,5977,19341,1,Cortês,PE,answered,Controladoria-Geral da União,"Manifestação concluída em 05/02/2019 17:18 por Jaqueline Gonçalves dos Santos Silva: Prezado (a),

A área técnica informou que: 
Em atendimento à solicitação formulada por meio do Sistema de Ouvidorias do Poder Executivo Federal (e-Ouv), encaminhamos planilha contendo informações atualizadas acerca das respectivas ações de infraestrutura educacional, as quais foram extraídas do Sistema Integrado de Monitoramento, Execução e Controle do Ministério da Educação (SIMEC). 
2.                  Por oportuno, considerando que as informações inseridas no SIMEC são declaratórias e dinâmicas, ressaltamos que a situação das obras indicadas nas manifestações, constantes na planilha ora anexa, não corresponde à apresentada atualmente no sistema.
3.                  Cumpre esclarecer, ainda, que o Fundo Nacional de Desenvolvimento da Educação (FNDE) exige a comprovação da posse do imóvel destinado à construção de unidades escolares para fins de celebração de instrumentos com a Autarquia, conforme legislação pertinente.
4.                  Quanto às obras que se encontram na situação “inacabada”, registramos que o Ministério da Educação (MEC) e o FNDE, com o intuito de auxiliar estados e municípios a garantir mais vagas nas salas de aula e finalizar obras inacabadas, publicaram a Resolução nº 3, de 23 de fevereiro de 2018, que autoriza o FNDE a pactuar novos termos de compromisso com gestores que queiram retomar obras que tiveram sua execução interrompida em decorrência do término da vigência do instrumento anterior firmado com a Autarquia.
5.                  No caso, compete ao ente federado encaminhar ao FNDE, via SIMEC, os seguintes documentos: ofício com manifestação expressa de interesse em firmar novo Termo de Compromisso; declaração de possibilidade de consecução da obra (anexo I da resolução); cronograma de trabalho ou plano de ação para o cumprimento do ajuste e laudo técnico atestando o estado atual da edificação. Ademais, deverá prestar contas dos recursos outrora recebidos.
6.                  Após avaliação, e desde que cumpridas todas as etapas constantes do referido normativo, o FNDE poderá pactuar novos Termos para que as obras sejam retomadas. É importante lembrar, todavia, que gestores municipais e estaduais têm até 29 de março de 2019 para solicitar a retomada de obras inacabadas.
7.                  Nesse contexto, destacamos que constam na planilha anexa informações sobre a existência de solicitação de nova pactuação. Contudo, salientamos que até o momento não foram celebrados novos instrumentos para a retomada de obras inacabadas.
8.                  Diante do exposto, encaminhamos cópia dos documentos pertinentes e colocamo-nos à disposição para quaisquer outros esclarecimentos que se façam necessários.
Atenciosamente,

OUVIDORIA",0
1083,1,2018-12-17T13:48:33.775557Z,1,0,0,0,0,1,2019-02-22T21:30:53.647346Z,5977,19366,1,Uruburetama,CE,answered,Controladoria-Geral da União,"Manifestação concluída em 05/02/2019 17:17 por Jaqueline Gonçalves dos Santos Silva: Prezado (a),

A área técnica informou que: 
Em atendimento à solicitação formulada por meio do Sistema de Ouvidorias do Poder Executivo Federal (e-Ouv), encaminhamos planilha contendo informações atualizadas acerca das respectivas ações de infraestrutura educacional, as quais foram extraídas do Sistema Integrado de Monitoramento, Execução e Controle do Ministério da Educação (SIMEC). 
2.                  Por oportuno, considerando que as informações inseridas no SIMEC são declaratórias e dinâmicas, ressaltamos que a situação das obras indicadas nas manifestações, constantes na planilha ora anexa, não corresponde à apresentada atualmente no sistema.
3.                  Cumpre esclarecer, ainda, que o Fundo Nacional de Desenvolvimento da Educação (FNDE) exige a comprovação da posse do imóvel destinado à construção de unidades escolares para fins de celebração de instrumentos com a Autarquia, conforme legislação pertinente.
4.                  Quanto às obras que se encontram na situação “inacabada”, registramos que o Ministério da Educação (MEC) e o FNDE, com o intuito de auxiliar estados e municípios a garantir mais vagas nas salas de aula e finalizar obras inacabadas, publicaram a Resolução nº 3, de 23 de fevereiro de 2018, que autoriza o FNDE a pactuar novos termos de compromisso com gestores que queiram retomar obras que tiveram sua execução interrompida em decorrência do término da vigência do instrumento anterior firmado com a Autarquia.
5.                  No caso, compete ao ente federado encaminhar ao FNDE, via SIMEC, os seguintes documentos: ofício com manifestação expressa de interesse em firmar novo Termo de Compromisso; declaração de possibilidade de consecução da obra (anexo I da resolução); cronograma de trabalho ou plano de ação para o cumprimento do ajuste e laudo técnico atestando o estado atual da edificação. Ademais, deverá prestar contas dos recursos outrora recebidos.
6.                  Após avaliação, e desde que cumpridas todas as etapas constantes do referido normativo, o FNDE poderá pactuar novos Termos para que as obras sejam retomadas. É importante lembrar, todavia, que gestores municipais e estaduais têm até 29 de março de 2019 para solicitar a retomada de obras inacabadas.
7.                  Nesse contexto, destacamos que constam na planilha anexa informações sobre a existência de solicitação de nova pactuação. Contudo, salientamos que até o momento não foram celebrados novos instrumentos para a retomada de obras inacabadas.
8.                  Diante do exposto, encaminhamos cópia dos documentos pertinentes e colocamo-nos à disposição para quaisquer outros esclarecimentos que se façam necessários.
Atenciosamente,

OUVIDORIA",0
